StatementCode,Parent Node,Is Parent Standard,Grade,Subject,Sub-Subject,Statement
CCSS.ELA-Literacy.CCRA.W.3,,FALSE,1,English,English Language Arts and Literacy,"Write narratives to develop real or imagined experiences or events using effective technique, well-chosen details and well-structured event sequences."
CCSS.ELA-Literacy.CCRA.W.3,,FALSE,2,English,English Language Arts and Literacy,"Write narratives to develop real or imagined experiences or events using effective technique, well-chosen details and well-structured event sequences."
CCSS.ELA-Literacy.CCRA.W.3,,FALSE,3,English,English Language Arts and Literacy,"Write narratives to develop real or imagined experiences or events using effective technique, well-chosen details and well-structured event sequences."
CCSS.ELA-Literacy.CCRA.W.3,,FALSE,4,English,English Language Arts and Literacy,"Write narratives to develop real or imagined experiences or events using effective technique, well-chosen details and well-structured event sequences."
CCSS.ELA-Literacy.CCRA.W.3,,FALSE,5,English,English Language Arts and Literacy,"Write narratives to develop real or imagined experiences or events using effective technique, well-chosen details and well-structured event sequences."
CCSS.ELA-Literacy.CCRA.W.3,,FALSE,6,English,English Language Arts and Literacy,"Write narratives to develop real or imagined experiences or events using effective technique, well-chosen details and well-structured event sequences."
CCSS.ELA-Literacy.CCRA.W.3,,FALSE,7,English,English Language Arts and Literacy,"Write narratives to develop real or imagined experiences or events using effective technique, well-chosen details and well-structured event sequences."
CCSS.ELA-Literacy.CCRA.W.3,,FALSE,8,English,English Language Arts and Literacy,"Write narratives to develop real or imagined experiences or events using effective technique, well-chosen details and well-structured event sequences."
CCSS.ELA-Literacy.CCRA.W.3,,FALSE,9,English,English Language Arts and Literacy,"Write narratives to develop real or imagined experiences or events using effective technique, well-chosen details and well-structured event sequences."
CCSS.ELA-Literacy.CCRA.W.3,,FALSE,10,English,English Language Arts and Literacy,"Write narratives to develop real or imagined experiences or events using effective technique, well-chosen details and well-structured event sequences."
CCSS.ELA-Literacy.CCRA.W.3,,FALSE,11,English,English Language Arts and Literacy,"Write narratives to develop real or imagined experiences or events using effective technique, well-chosen details and well-structured event sequences."
CCSS.ELA-Literacy.CCRA.W.3,,FALSE,12,English,English Language Arts and Literacy,"Write narratives to develop real or imagined experiences or events using effective technique, well-chosen details and well-structured event sequences."
CCSS.ELA-Literacy.CCRA.W.4,,FALSE,K,English,English Language Arts and Literacy,"Produce clear and coherent writing in which the development, organization, and style are appropriate to task, purpose, and audience."
CCSS.ELA-Literacy.CCRA.W.4,,FALSE,1,English,English Language Arts and Literacy,"Produce clear and coherent writing in which the development, organization, and style are appropriate to task, purpose, and audience."
CCSS.ELA-Literacy.CCRA.W.4,,FALSE,2,English,English Language Arts and Literacy,"Produce clear and coherent writing in which the development, organization, and style are appropriate to task, purpose, and audience."
CCSS.ELA-Literacy.CCRA.W.4,,FALSE,3,English,English Language Arts and Literacy,"Produce clear and coherent writing in which the development, organization, and style are appropriate to task, purpose, and audience."
CCSS.ELA-Literacy.CCRA.W.4,,FALSE,4,English,English Language Arts and Literacy,"Produce clear and coherent writing in which the development, organization, and style are appropriate to task, purpose, and audience."
CCSS.ELA-Literacy.CCRA.W.4,,FALSE,5,English,English Language Arts and Literacy,"Produce clear and coherent writing in which the development, organization, and style are appropriate to task, purpose, and audience."
CCSS.ELA-Literacy.CCRA.W.4,,FALSE,6,English,English Language Arts and Literacy,"Produce clear and coherent writing in which the development, organization, and style are appropriate to task, purpose, and audience."
CCSS.ELA-Literacy.CCRA.W.4,,FALSE,7,English,English Language Arts and Literacy,"Produce clear and coherent writing in which the development, organization, and style are appropriate to task, purpose, and audience."
CCSS.ELA-Literacy.CCRA.W.4,,FALSE,8,English,English Language Arts and Literacy,"Produce clear and coherent writing in which the development, organization, and style are appropriate to task, purpose, and audience."
CCSS.ELA-Literacy.CCRA.W.4,,FALSE,9,English,English Language Arts and Literacy,"Produce clear and coherent writing in which the development, organization, and style are appropriate to task, purpose, and audience."
CCSS.ELA-Literacy.CCRA.W.4,,FALSE,10,English,English Language Arts and Literacy,"Produce clear and coherent writing in which the development, organization, and style are appropriate to task, purpose, and audience."
CCSS.ELA-Literacy.CCRA.W.4,,FALSE,11,English,English Language Arts and Literacy,"Produce clear and coherent writing in which the development, organization, and style are appropriate to task, purpose, and audience."
CCSS.ELA-Literacy.CCRA.W.4,,FALSE,12,English,English Language Arts and Literacy,"Produce clear and coherent writing in which the development, organization, and style are appropriate to task, purpose, and audience."
CCSS.ELA-Literacy.CCRA.W.5,,FALSE,K,English,English Language Arts and Literacy,"Develop and strengthen writing as needed by planning, revising, editing, rewriting, or trying a new approach."
CCSS.ELA-Literacy.CCRA.W.5,,FALSE,1,English,English Language Arts and Literacy,"Develop and strengthen writing as needed by planning, revising, editing, rewriting, or trying a new approach."
CCSS.ELA-Literacy.CCRA.W.5,,FALSE,2,English,English Language Arts and Literacy,"Develop and strengthen writing as needed by planning, revising, editing, rewriting, or trying a new approach."
CCSS.ELA-Literacy.CCRA.W.5,,FALSE,3,English,English Language Arts and Literacy,"Develop and strengthen writing as needed by planning, revising, editing, rewriting, or trying a new approach."
CCSS.ELA-Literacy.CCRA.W.5,,FALSE,4,English,English Language Arts and Literacy,"Develop and strengthen writing as needed by planning, revising, editing, rewriting, or trying a new approach."
CCSS.ELA-Literacy.CCRA.W.5,,FALSE,5,English,English Language Arts and Literacy,"Develop and strengthen writing as needed by planning, revising, editing, rewriting, or trying a new approach."
CCSS.ELA-Literacy.CCRA.W.5,,FALSE,6,English,English Language Arts and Literacy,"Develop and strengthen writing as needed by planning, revising, editing, rewriting, or trying a new approach."
CCSS.ELA-Literacy.CCRA.W.5,,FALSE,7,English,English Language Arts and Literacy,"Develop and strengthen writing as needed by planning, revising, editing, rewriting, or trying a new approach."
CCSS.ELA-Literacy.CCRA.W.5,,FALSE,8,English,English Language Arts and Literacy,"Develop and strengthen writing as needed by planning, revising, editing, rewriting, or trying a new approach."
CCSS.ELA-Literacy.CCRA.W.5,,FALSE,9,English,English Language Arts and Literacy,"Develop and strengthen writing as needed by planning, revising, editing, rewriting, or trying a new approach."
CCSS.ELA-Literacy.CCRA.W.5,,FALSE,10,English,English Language Arts and Literacy,"Develop and strengthen writing as needed by planning, revising, editing, rewriting, or trying a new approach."
CCSS.ELA-Literacy.CCRA.W.5,,FALSE,11,English,English Language Arts and Literacy,"Develop and strengthen writing as needed by planning, revising, editing, rewriting, or trying a new approach."
CCSS.ELA-Literacy.CCRA.W.5,,FALSE,12,English,English Language Arts and Literacy,"Develop and strengthen writing as needed by planning, revising, editing, rewriting, or trying a new approach."
CCSS.ELA-Literacy.CCRA.W.6,,FALSE,K,English,English Language Arts and Literacy,"Use technology, including the Internet, to produce and publish writing and to interact and collaborate with others."
CCSS.ELA-Literacy.CCRA.W.6,,FALSE,1,English,English Language Arts and Literacy,"Use technology, including the Internet, to produce and publish writing and to interact and collaborate with others."
CCSS.ELA-Literacy.CCRA.W.6,,FALSE,2,English,English Language Arts and Literacy,"Use technology, including the Internet, to produce and publish writing and to interact and collaborate with others."
CCSS.ELA-Literacy.CCRA.W.6,,FALSE,3,English,English Language Arts and Literacy,"Use technology, including the Internet, to produce and publish writing and to interact and collaborate with others."
CCSS.ELA-Literacy.CCRA.W.6,,FALSE,4,English,English Language Arts and Literacy,"Use technology, including the Internet, to produce and publish writing and to interact and collaborate with others."
CCSS.ELA-Literacy.CCRA.W.6,,FALSE,5,English,English Language Arts and Literacy,"Use technology, including the Internet, to produce and publish writing and to interact and collaborate with others."
CCSS.ELA-Literacy.CCRA.W.6,,FALSE,6,English,English Language Arts and Literacy,"Use technology, including the Internet, to produce and publish writing and to interact and collaborate with others."
CCSS.ELA-Literacy.CCRA.W.6,,FALSE,7,English,English Language Arts and Literacy,"Use technology, including the Internet, to produce and publish writing and to interact and collaborate with others."
CCSS.ELA-Literacy.CCRA.W.6,,FALSE,8,English,English Language Arts and Literacy,"Use technology, including the Internet, to produce and publish writing and to interact and collaborate with others."
